region_id	cell
A01_0000	None
A01_0001	None
A01_0002	None
A01_0003	None
A01_0004	None
A01_0005	None
A01_0006	None
A01_0007	None
A01_0008	None
A02_0000	None
A02_0001	None
A02_0002	None
A02_0003	None
A02_0004	None
A02_0005	None
A02_0006	None
A02_0007	None
A02_0008	None
A03_0000	None
A03_0001	None
A03_0002	None
A03_0003	None
A03_0004	None
A03_0005	None
A03_0006	None
A03_0007	None
A03_0008	None
A04_0000	None
A04_0001	None
A04_0002	None
A04_0003	None
A04_0004	None
A04_0005	None
A04_0006	None
A04_0007	None
A04_0008	None
A05_0000	None
A05_0001	None
A05_0002	None
A05_0003	None
A05_0004	None
A05_0005	None
A05_0006	None
A05_0007	None
A05_0008	None
A06_0000	None
A06_0001	None
A06_0002	None
A06_0003	None
A06_0004	None
A06_0005	None
A06_0006	None
A06_0007	None
A06_0008	None
A07_0000	None
A07_0001	None
A07_0002	None
A07_0003	None
A07_0004	None
A07_0005	None
A07_0006	None
A07_0007	None
A07_0008	None
A08_0000	None
A08_0001	None
A08_0002	None
A08_0003	None
A08_0004	None
A08_0005	None
A08_0006	None
A08_0007	None
A08_0008	None
A09_0000	None
A09_0001	None
A09_0002	None
A09_0003	None
A09_0004	None
A09_0005	None
A09_0006	None
A09_0007	None
A09_0008	None
A10_0000	None
A10_0001	None
A10_0002	None
A10_0003	None
A10_0004	None
A10_0005	None
A10_0006	None
A10_0007	None
A10_0008	None
A11_0000	None
A11_0001	None
A11_0002	None
A11_0003	None
A11_0004	None
A11_0005	None
A11_0006	None
A11_0007	None
A11_0008	None
A12_0000	None
A12_0001	None
A12_0002	None
A12_0003	None
A12_0004	None
A12_0005	None
A12_0006	None
A12_0007	None
A12_0008	None
B01_0000	None
B01_0001	None
B01_0002	None
B01_0003	None
B01_0004	None
B01_0005	None
B01_0006	None
B01_0007	None
B01_0008	None
B02_0000	None
B02_0001	None
B02_0002	None
B02_0003	None
B02_0004	None
B02_0005	None
B02_0006	None
B02_0007	None
B02_0008	None
B03_0000	None
B03_0001	None
B03_0002	None
B03_0003	None
B03_0004	None
B03_0005	None
B03_0006	None
B03_0007	None
B03_0008	None
B04_0000	None
B04_0001	None
B04_0002	None
B04_0003	None
B04_0004	None
B04_0005	None
B04_0006	None
B04_0007	None
B04_0008	None
B05_0000	None
B05_0001	None
B05_0002	None
B05_0003	None
B05_0004	None
B05_0005	None
B05_0006	None
B05_0007	None
B05_0008	None
B06_0000	None
B06_0001	None
B06_0002	None
B06_0003	None
B06_0004	None
B06_0005	None
B06_0006	None
B06_0007	None
B06_0008	None
B07_0000	None
B07_0001	None
B07_0002	None
B07_0003	None
B07_0004	None
B07_0005	None
B07_0006	None
B07_0007	None
B07_0008	None
B08_0000	None
B08_0001	None
B08_0002	None
B08_0003	None
B08_0004	None
B08_0005	None
B08_0006	None
B08_0007	None
B08_0008	None
B09_0000	None
B09_0001	None
B09_0002	None
B09_0003	None
B09_0004	None
B09_0005	None
B09_0006	None
B09_0007	None
B09_0008	None
B10_0000	None
B10_0001	None
B10_0002	None
B10_0003	None
B10_0004	None
B10_0005	None
B10_0006	None
B10_0007	None
B10_0008	None
B11_0000	None
B11_0001	None
B11_0002	None
B11_0003	None
B11_0004	None
B11_0005	None
B11_0006	None
B11_0007	None
B11_0008	None
B12_0000	None
B12_0001	None
B12_0002	None
B12_0003	None
B12_0004	None
B12_0005	None
B12_0006	None
B12_0007	None
B12_0008	None
C01_0000	None
C01_0001	None
C01_0002	None
C01_0003	None
C01_0004	None
C01_0005	None
C01_0006	None
C01_0007	None
C01_0008	None
C02_0000	None
C02_0001	None
C02_0002	None
C02_0003	None
C02_0004	None
C02_0005	None
C02_0006	None
C02_0007	None
C02_0008	None
C03_0000	None
C03_0001	None
C03_0002	None
C03_0003	None
C03_0004	None
C03_0005	None
C03_0006	None
C03_0007	None
C03_0008	None
C04_0000	None
C04_0001	None
C04_0002	None
C04_0003	None
C04_0004	None
C04_0005	None
C04_0006	None
C04_0007	None
C04_0008	None
C05_0000	None
C05_0001	None
C05_0002	None
C05_0003	None
C05_0004	None
C05_0005	None
C05_0006	None
C05_0007	None
C05_0008	None
C06_0000	None
C06_0001	None
C06_0002	None
C06_0003	None
C06_0004	None
C06_0005	None
C06_0006	None
C06_0007	None
C06_0008	None
C07_0000	None
C07_0001	None
C07_0002	None
C07_0003	None
C07_0004	None
C07_0005	None
C07_0006	None
C07_0007	None
C07_0008	None
C08_0000	None
C08_0001	None
C08_0002	None
C08_0003	None
C08_0004	None
C08_0005	None
C08_0006	None
C08_0007	None
C08_0008	None
C09_0000	None
C09_0001	None
C09_0002	None
C09_0003	None
C09_0004	None
C09_0005	None
C09_0006	None
C09_0007	None
C09_0008	None
C10_0000	None
C10_0001	None
C10_0002	None
C10_0003	None
C10_0004	None
C10_0005	None
C10_0006	None
C10_0007	None
C10_0008	None
C11_0000	None
C11_0001	None
C11_0002	None
C11_0003	None
C11_0004	None
C11_0005	None
C11_0006	None
C11_0007	None
C11_0008	None
C12_0000	None
C12_0001	None
C12_0002	None
C12_0003	None
C12_0004	None
C12_0005	None
C12_0006	None
C12_0007	None
C12_0008	None
D01_0000	None
D01_0001	None
D01_0002	None
D01_0003	None
D01_0004	None
D01_0005	None
D01_0006	None
D01_0007	None
D01_0008	None
D02_0000	None
D02_0001	None
D02_0002	None
D02_0003	None
D02_0004	None
D02_0005	None
D02_0006	None
D02_0007	None
D02_0008	None
D03_0000	None
D03_0001	None
D03_0002	None
D03_0003	None
D03_0004	None
D03_0005	None
D03_0006	None
D03_0007	None
D03_0008	None
D04_0000	None
D04_0001	None
D04_0002	None
D04_0003	None
D04_0004	None
D04_0005	None
D04_0006	None
D04_0007	None
D04_0008	None
D05_0000	None
D05_0001	None
D05_0002	None
D05_0003	None
D05_0004	None
D05_0005	None
D05_0006	None
D05_0007	None
D05_0008	None
D06_0000	None
D06_0001	None
D06_0002	None
D06_0003	None
D06_0004	None
D06_0005	None
D06_0006	None
D06_0007	None
D06_0008	None
D07_0000	None
D07_0001	None
D07_0002	None
D07_0003	None
D07_0004	None
D07_0005	None
D07_0006	None
D07_0007	None
D07_0008	None
D08_0000	None
D08_0001	None
D08_0002	None
D08_0003	None
D08_0004	None
D08_0005	None
D08_0006	None
D08_0007	None
D08_0008	None
D09_0000	None
D09_0001	None
D09_0002	None
D09_0003	None
D09_0004	None
D09_0005	None
D09_0006	None
D09_0007	None
D09_0008	None
D10_0000	None
D10_0001	None
D10_0002	None
D10_0003	None
D10_0004	None
D10_0005	None
D10_0006	None
D10_0007	None
D10_0008	None
D11_0000	None
D11_0001	None
D11_0002	None
D11_0003	None
D11_0004	None
D11_0005	None
D11_0006	None
D11_0007	None
D11_0008	None
D12_0000	None
D12_0001	None
D12_0002	None
D12_0003	None
D12_0004	None
D12_0005	None
D12_0006	None
D12_0007	None
D12_0008	None
E01_0000	None
E01_0001	None
E01_0002	None
E01_0003	None
E01_0004	None
E01_0005	None
E01_0006	None
E01_0007	None
E01_0008	None
E02_0000	None
E02_0001	None
E02_0002	None
E02_0003	None
E02_0004	None
E02_0005	None
E02_0006	None
E02_0007	None
E02_0008	None
E03_0000	None
E03_0001	None
E03_0002	None
E03_0003	None
E03_0004	None
E03_0005	None
E03_0006	None
E03_0007	None
E03_0008	None
E04_0000	None
E04_0001	None
E04_0002	None
E04_0003	None
E04_0004	None
E04_0005	None
E04_0006	None
E04_0007	None
E04_0008	None
E05_0000	None
E05_0001	None
E05_0002	None
E05_0003	None
E05_0004	None
E05_0005	None
E05_0006	None
E05_0007	None
E05_0008	None
E06_0000	None
E06_0001	None
E06_0002	None
E06_0003	None
E06_0004	None
E06_0005	None
E06_0006	None
E06_0007	None
E06_0008	None
E07_0000	None
E07_0001	None
E07_0002	None
E07_0003	None
E07_0004	None
E07_0005	None
E07_0006	None
E07_0007	None
E07_0008	None
E08_0000	None
E08_0001	None
E08_0002	None
E08_0003	None
E08_0004	None
E08_0005	None
E08_0006	None
E08_0007	None
E08_0008	None
E09_0000	None
E09_0001	None
E09_0002	None
E09_0003	None
E09_0004	None
E09_0005	None
E09_0006	None
E09_0007	None
E09_0008	None
E10_0000	None
E10_0001	None
E10_0002	None
E10_0003	None
E10_0004	None
E10_0005	None
E10_0006	None
E10_0007	None
E10_0008	None
E11_0000	None
E11_0001	None
E11_0002	None
E11_0003	None
E11_0004	None
E11_0005	None
E11_0006	None
E11_0007	None
E11_0008	None
E12_0000	None
E12_0001	None
E12_0002	None
E12_0003	None
E12_0004	None
E12_0005	None
E12_0006	None
E12_0007	None
E12_0008	None
F01_0000	None
F01_0001	None
F01_0002	None
F01_0003	None
F01_0004	None
F01_0005	None
F01_0006	None
F01_0007	None
F01_0008	None
F02_0000	None
F02_0001	None
F02_0002	None
F02_0003	None
F02_0004	None
F02_0005	None
F02_0006	None
F02_0007	None
F02_0008	None
F03_0000	None
F03_0001	None
F03_0002	None
F03_0003	None
F03_0004	None
F03_0005	None
F03_0006	None
F03_0007	None
F03_0008	None
F04_0000	None
F04_0001	None
F04_0002	None
F04_0003	None
F04_0004	None
F04_0005	None
F04_0006	None
F04_0007	None
F04_0008	None
F05_0000	None
F05_0001	None
F05_0002	None
F05_0003	None
F05_0004	None
F05_0005	None
F05_0006	None
F05_0007	None
F05_0008	None
F06_0000	None
F06_0001	None
F06_0002	None
F06_0003	None
F06_0004	None
F06_0005	None
F06_0006	None
F06_0007	None
F06_0008	None
F07_0000	None
F07_0001	None
F07_0002	None
F07_0003	None
F07_0004	None
F07_0005	None
F07_0006	None
F07_0007	None
F07_0008	None
F08_0000	None
F08_0001	None
F08_0002	None
F08_0003	None
F08_0004	None
F08_0005	None
F08_0006	None
F08_0007	None
F08_0008	None
F09_0000	normal
F09_0001	outlier
F09_0002	normal
F09_0003	normal
F09_0004	normal
F09_0005	normal
F09_0006	normal
F09_0007	normal
F09_0008	normal
F10_0000	None
F10_0001	None
F10_0002	None
F10_0003	None
F10_0004	None
F10_0005	None
F10_0006	None
F10_0007	None
F10_0008	None
F11_0000	None
F11_0001	None
F11_0002	None
F11_0003	None
F11_0004	None
F11_0005	None
F11_0006	None
F11_0007	None
F11_0008	None
F12_0000	None
F12_0001	None
F12_0002	None
F12_0003	None
F12_0004	None
F12_0005	None
F12_0006	None
F12_0007	None
F12_0008	None
G01_0000	None
G01_0001	None
G01_0002	None
G01_0003	None
G01_0004	None
G01_0005	None
G01_0006	None
G01_0007	None
G01_0008	None
G02_0000	None
G02_0001	None
G02_0002	None
G02_0003	None
G02_0004	None
G02_0005	None
G02_0006	None
G02_0007	None
G02_0008	None
G03_0000	None
G03_0001	None
G03_0002	None
G03_0003	None
G03_0004	None
G03_0005	None
G03_0006	None
G03_0007	None
G03_0008	None
G04_0000	None
G04_0001	None
G04_0002	None
G04_0003	None
G04_0004	None
G04_0005	None
G04_0006	None
G04_0007	None
G04_0008	None
G05_0000	None
G05_0001	None
G05_0002	None
G05_0003	None
G05_0004	None
G05_0005	None
G05_0006	None
G05_0007	None
G05_0008	None
G06_0000	None
G06_0001	None
G06_0002	None
G06_0003	None
G06_0004	None
G06_0005	None
G06_0006	None
G06_0007	None
G06_0008	None
G07_0000	None
G07_0001	None
G07_0002	None
G07_0003	None
G07_0004	None
G07_0005	None
G07_0006	None
G07_0007	None
G07_0008	None
G08_0000	None
G08_0001	None
G08_0002	None
G08_0003	None
G08_0004	None
G08_0005	None
G08_0006	None
G08_0007	None
G08_0008	None
G09_0000	None
G09_0001	None
G09_0002	None
G09_0003	None
G09_0004	None
G09_0005	None
G09_0006	None
G09_0007	None
G09_0008	None
G10_0000	None
G10_0001	None
G10_0002	None
G10_0003	None
G10_0004	None
G10_0005	None
G10_0006	None
G10_0007	None
G10_0008	None
G11_0000	None
G11_0001	None
G11_0002	None
G11_0003	None
G11_0004	None
G11_0005	None
G11_0006	None
G11_0007	None
G11_0008	None
G12_0000	None
G12_0001	None
G12_0002	None
G12_0003	None
G12_0004	None
G12_0005	None
G12_0006	None
G12_0007	None
G12_0008	None
H01_0000	None
H01_0001	None
H01_0002	None
H01_0003	None
H01_0004	None
H01_0005	None
H01_0006	None
H01_0007	None
H01_0008	None
H02_0000	None
H02_0001	None
H02_0002	None
H02_0003	None
H02_0004	None
H02_0005	None
H02_0006	None
H02_0007	None
H02_0008	None
H03_0000	None
H03_0001	None
H03_0002	None
H03_0003	None
H03_0004	None
H03_0005	None
H03_0006	None
H03_0007	None
H03_0008	None
H04_0000	None
H04_0001	None
H04_0002	None
H04_0003	None
H04_0004	None
H04_0005	None
H04_0006	None
H04_0007	None
H04_0008	None
H05_0000	None
H05_0001	None
H05_0002	None
H05_0003	None
H05_0004	None
H05_0005	None
H05_0006	None
H05_0007	None
H05_0008	None
H06_0000	None
H06_0001	None
H06_0002	None
H06_0003	None
H06_0004	None
H06_0005	None
H06_0006	None
H06_0007	None
H06_0008	None
H07_0000	None
H07_0001	None
H07_0002	None
H07_0003	None
H07_0004	None
H07_0005	None
H07_0006	None
H07_0007	None
H07_0008	None
H08_0000	None
H08_0001	None
H08_0002	None
H08_0003	None
H08_0004	None
H08_0005	None
H08_0006	None
H08_0007	None
H08_0008	None
H09_0000	None
H09_0001	None
H09_0002	None
H09_0003	None
H09_0004	None
H09_0005	None
H09_0006	None
H09_0007	None
H09_0008	None
H10_0000	None
H10_0001	None
H10_0002	None
H10_0003	None
H10_0004	None
H10_0005	None
H10_0006	None
H10_0007	None
H10_0008	None
H11_0000	None
H11_0001	None
H11_0002	None
H11_0003	None
H11_0004	None
H11_0005	None
H11_0006	None
H11_0007	None
H11_0008	None
H12_0000	None
H12_0001	None
H12_0002	None
H12_0003	None
H12_0004	None
H12_0005	None
H12_0006	None
H12_0007	None
H12_0008	None
